,name,popularity,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,hit
2,Playground Love,66,052z2UsE2wPrHsBJ9tly0g,0.33,0.423,7,-10.504,0,0.0279,0.265,0.731,0.347,0.117,143.086,211500,4,hit
3,Loud Places,52,7lPgKA5mLFNmGPMdb07OlM,0.646,0.63,8,-10.748,0,0.0435,0.00462,0.27,0.122,0.164,109.018,283067,4,flop
4,Cumbia Sobre el Mar - El Búho Remix,53,0p8LlXT1FG9vnrCH70dbuo,0.651,0.732,3,-6.006,0,0.037,0.187,0.14,0.0478,0.694,159.924,312915,4,flop
5,I Can Change,58,2073QOEC8rBtSyTsRyaWiP,0.644,0.73,1,-6.565,1,0.0287,0.00215,0.00178,0.233,0.695,116.981,352004,4,flop
6,Loved,53,6fUo4GlD0FbvXNTylA4o68,0.777,0.643,11,-8.66,0,0.0818,0.313,0.805,0.0697,0.576,164.771,243264,4,flop
8,Alive,57,5bFuHlXKw66Uu2cHKn5bf8,0.618,0.758,8,-7.996,1,0.0336,0.0087,0.102,0.147,0.144,120.987,197389,4,flop
9,The Veldt - 8 Minute Edit,44,2dfNhXnIYGozGELfSWqzO8,0.734,0.658,9,-8.28,1,0.0314,0.125,0.496,0.0718,0.346,128.027,520240,4,flop
10,Lost You (feat. Twin Shadow & D'Angelo Lacy),47,7igBdfVoJlyLP1cKp8ynja,0.736,0.882,11,-4.285,0,0.0398,0.0833,0.000349,0.354,0.517,126.012,218312,4,flop
11,Puzzle Box,59,5EhnuLMer8qAXEDwmLtyrW,0.696,0.488,1,-7.508,1,0.0403,0.196,0.836,0.2,0.202,95.064,212211,4,flop
12,Rude Boy - EAZYBAKED Remix,48,2VsXJnwpCgPjoj84rMwBdY,0.865,0.61,1,-7.555,1,0.298,0.0397,0.124,0.552,0.518,139.991,219427,4,flop
13,We Rise,54,7uSZPbd8DxdkmSauCKnITY,0.747,0.491,6,-6.043,1,0.0639,0.197,1.77e-05,0.0837,0.827,145.034,266483,4,flop
14,Hypnocurrency,55,6H3uEl6cwtz6w8w1vTbAxE,0.528,0.732,2,-9.492,1,0.0504,0.0319,0.868,0.109,0.0324,199.978,292525,4,flop
15,VAGABUNDO,82,1MB8kTH7VKvAMfL9SHgJmG,0.817,0.851,11,-3.309,0,0.0627,0.0351,0.0,0.232,0.886,127.019,215600,4,hit
16,Llorar y Llorar - con Carin Leon,74,4YF13O2n16dcTyGgVmiGvN,0.62,0.436,10,-8.108,1,0.213,0.554,0.0,0.0891,0.368,172.854,169705,3,hit
17,Efecto,82,5Eax0qFko2dh7Rl2lYs3bx,0.801,0.475,7,-8.797,0,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,213061,4,hit
18,A Ella,78,1pkMzGqBBS10nDiiYrNGGJ,0.735,0.759,2,-5.354,1,0.193,0.242,1.96e-05,0.15,0.598,181.902,198907,4,hit
19,Tengo Victoria,59,7JIUI9bHyaifT8EAyNWqBU,0.711,0.947,9,-4.752,0,0.0484,0.0724,0.0,0.0725,0.84,120.044,187933,4,flop
23,Amanece,82,1LiN0Z98FkR1t0m8KmLcAH,0.79,0.631,8,-5.549,0,0.0425,0.437,0.0,0.158,0.889,94.039,190005,4,hit
24,CANCIÓN CON YANDEL,68,3pm4XtcsRIFFtH2UErk62R,0.75,0.741,9,-4.43,1,0.402,0.447,0.0,0.121,0.495,79.968,209180,4,hit
25,Se Preparó,78,1m69ELEgE6k5ZWsap40ozt,0.739,0.821,1,-4.233,1,0.0852,0.222,9.6e-06,0.311,0.693,171.077,188080,4,hit
29,DILUVIO,86,2kz1YOhJiNubjigR1gB1VX,0.845,0.795,9,-3.502,0,0.0681,0.343,1.78e-05,0.224,0.681,94.969,197053,4,hit
30,X SI VOLVEMOS,81,4NoOME4Dhf4xgxbHDT7VGe,0.794,0.807,1,-3.447,0,0.326,0.334,0.0,0.104,0.575,178.003,200120,4,hit
31,SEDA,77,1YnChEM51BVZ5dRhbVFEMl,0.706,0.566,6,-6.441,0,0.126,0.268,1.02e-06,0.111,0.23,125.876,190476,4,hit
32,Salió El Sol,79,48NXpYRuvv9izul4oXhqS9,0.887,0.701,4,-5.892,0,0.0873,0.106,0.00948,0.0466,0.965,110.002,315293,4,hit
36,UNA NOCHE EN MEDELLÍN - REMIX,79,0GJwUAlBMJTbY4VE7iE761,0.846,0.755,10,-2.47,0,0.0738,0.0361,0.0,0.0448,0.883,96.002,205145,4,hit
37,Dile,84,69Ej1xrGjOcHvIMtMKxK0G,0.817,0.714,4,-7.501,0,0.141,0.184,0.000132,0.042,0.714,94.001,204600,4,hit
38,Hey Mor,83,1zsPaEkglFvxjAhrM8yhpr,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,196600,4,hit
39,Nuevo,68,5OAUEIwUw1TsoeCkoI1hbo,0.826,0.908,7,-2.467,1,0.243,0.467,0.0,0.173,0.865,99.981,139350,4,hit
40,MAMIII,80,7FlQk2gJ6TBrHHiidvdR2O,0.836,0.703,4,-3.554,0,0.0657,0.0845,0.0,0.138,0.902,94.048,226093,4,hit
41,Dile a El,74,13Tbv4nflNxg9kYBIbJnd9,0.784,0.587,4,-3.572,0,0.0767,0.375,0.00109,0.111,0.261,90.032,209540,4,hit
42,Tití Me Preguntó,83,1IHWl5LamUGEuP4ozKQSXZ,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,243717,4,hit
43,Criminal,75,6Za3190Sbw39BBC77WSS1C,0.814,0.813,2,-3.023,0,0.0561,0.03,9.33e-05,0.255,0.839,79.997,232550,4,hit
44,x100,59,3ZL2ls4j4KC4AzIYXMP8dw,0.668,0.697,0,-3.756,0,0.0465,0.129,0.0,0.363,0.658,150.039,172400,4,flop
69,Hola,56,6doqf1ew9CXLa1omRKvvjj,0.826,0.633,7,-4.64,1,0.248,0.299,8.41e-05,0.0998,0.523,175.95,229413,4,flop
94,Jalo!,55,35nBGKbeqPfVFSuaMxmQQQ,0.495,0.449,4,-6.831,0,0.0841,0.208,0.0,0.118,0.0899,179.657,151187,4,flop
103,XX,58,7BgIcfAlmUNW6IABxVJcT2,0.76,0.654,1,-6.135,1,0.0627,0.0564,1.41e-06,0.118,0.806,163.939,113720,4,flop
107,X - Spanglish Version,44,7lRp0mTu0oAaN3avFuouoQ,0.658,0.721,9,-3.803,0,0.0699,0.00217,0.000396,0.341,0.677,180.033,172128,4,flop
108,Psycho,66,3e2KBwxibC1rq4bA5TNKW2,0.573,0.897,1,-3.549,1,0.0553,0.00473,0.0,0.278,0.463,126.034,210653,4,hit
109,Voices In My Head,72,5XUuldRjPXcP5QxyEN4IXT,0.546,0.898,2,-3.067,0,0.162,0.0266,0.0,0.129,0.639,173.17,191415,4,hit
113,Sweet Child O' Mine,86,7snQQk1zcKl8gZ92AnueZW,0.446,0.952,6,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303,356067,4,hit
114,More Than a Feeling,81,1QEEqeFIZktqIpPI4jSVSF,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,285133,4,hit
118,Paranoid - 2012 - Remaster,74,1Y373MqadDRtclJNdnUXVc,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,168406,4,hit
119,THE DEATH OF PEACE OF MIND,75,6tRneEcItwpSxBtqgem5Dr,0.469,0.713,0,-5.619,0,0.0461,0.0869,0.000188,0.129,0.267,154.994,241499,4,hit
120,The Devil's Bleeding Crown,63,79M3Eq1q61lkeQJ1OCVEdZ,0.32,0.909,7,-4.612,1,0.0412,1.62e-05,0.139,0.0443,0.21,109.649,238653,3,hit
121,Animal I Have Become,77,56sk7jBpZV0CD31G9hEU3b,0.553,0.853,8,-3.668,1,0.0339,0.000684,0.0,0.126,0.506,122.023,231400,4,hit
122,Last Resort,81,5W8YXBz9MTIDyrpYaCg2Ky,0.589,0.89,4,-3.719,0,0.0603,0.000481,0.00082,0.201,0.692,90.598,199907,4,hit
124,Under the Bridge,82,3d9DChrdc6BOeFsbrZ3Is0,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,264307,4,hit
125,Crazy Train,79,7ACxUo21jtTHzy7ZEV56vU,0.454,0.913,9,-4.008,1,0.107,0.408,0.000271,0.248,0.521,137.688,293183,4,hit
126,Be Quiet and Drive (Far Away),77,4Uiw0Sl9yskBaC6P4DcdVD,0.206,0.965,1,-5.116,1,0.079,9.91e-06,0.827,0.367,0.168,92.615,299867,4,hit
127,I Will Not Bow,71,2yXyz4NLTZx9CLdXfLTp5E,0.533,0.955,8,-3.708,1,0.0653,0.000165,1.36e-05,0.38,0.55,107.984,216733,4,hit
128,Kryptonite,82,6ZOBP3NvffbU4SZcrnt1k6,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,233933,4,hit
129,San Quentin,63,2fDy68BuFDTa7UGVicym4Z,0.671,0.934,0,-4.496,1,0.0486,0.000145,1.81e-05,0.104,0.832,124.005,211458,4,hit
131,Aerials,79,4e9eGQYsOiBcftrWXwsVco,0.364,0.922,0,-4.217,0,0.0567,0.000915,0.0346,0.0697,0.227,79.342,235053,4,hit
132,You Give Love A Bad Name,83,0rmGAIH9LNJewFw7nKzZnc,0.541,0.96,0,-2.947,0,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,222707,4,hit
133,Unsung,58,0z25tUQgEI4cIyNZ1TgWig,0.311,0.814,9,-9.272,1,0.0545,6.74e-05,0.00534,0.198,0.731,160.303,236400,4,flop
135,XOXO (feat. From Ashes to New),55,0DOb9eUpN4IdOavA586ABB,0.409,0.884,1,-3.482,1,0.265,0.00487,0.0,0.326,0.579,196.051,173180,4,flop
140,If Only,59,60wTHSJ0PxxwZDiSLiFaQX,0.597,0.892,5,-4.484,0,0.0297,0.0716,0.195,0.0797,0.939,126.066,202680,4,flop
145,3's & 7's,56,63wsuMhok6GgcBRd2strGk,0.438,0.99,10,-3.89,0,0.108,0.0651,0.0222,0.359,0.452,131.306,214067,4,flop
148,Year Zero,58,1YBf7Tq9bpcVwvnlP8YbQS,0.469,0.705,7,-5.134,1,0.0458,0.0304,0.0155,0.659,0.137,122.025,350187,4,flop
150,Get Out Alive,57,6hHpXo2XMMKR5lIfa19aLM,0.493,0.896,7,-4.569,0,0.0365,0.000319,0.0,0.0869,0.0791,117.964,262493,4,flop
153,X,42,5WORrz5y9Jxw9mdGO58FMF,0.517,0.985,7,-3.291,1,0.175,0.00679,0.0,0.0768,0.211,111.887,211165,4,flop
154,Sun Doesn't Rise,58,24CeaRaJHiMKFAVZTCu8Y0,0.376,0.988,5,-2.375,1,0.216,8.82e-05,6.36e-05,0.346,0.507,192.153,193813,4,flop
156,A Quiet Place to Die,55,0qW7uuJfh6tuDocaamHi0I,0.542,0.958,8,-3.536,1,0.151,0.000627,0.149,0.307,0.0817,110.003,147227,4,flop
157,Ambitionz Az A Ridah,77,5g9lS8deSIxItFBmZRC4vN,0.801,0.91,2,-6.566,1,0.225,0.00239,0.000891,0.0737,0.805,87.277,278387,4,hit
158,Vem Quebrando,73,7Iq55toOSSBCEoGuXxQSa1,0.621,0.594,1,-2.104,1,0.438,0.272,0.000931,0.171,0.678,75.346,148615,5,hit
159,Best of My Love,71,2M2WJ7gBlcKNxdhyfPp9zY,0.784,0.713,0,-6.865,1,0.0339,0.447,0.14,0.0904,0.97,115.443,220560,4,hit
0,September,83,3kXoKlD84c6OmIcOLfrfEs,0.674,0.832,9,-7.892,1,0.0308,0.146,5.06e-06,0.138,0.981,125.996,216022,4,hit
1,Love Train,68,28285KFbyCq8sJofn58qlD,0.743,0.572,0,-9.627,1,0.0493,0.186,1.44e-05,0.163,0.675,122.658,178400,4,hit
2,Got the Life,74,6nJPHXRpKYv2yqtalEjKy5,0.501,0.905,11,-5.721,0,0.0518,1.88e-05,0.765,0.383,0.584,123.277,225307,4,hit
3,Rollin' (Air Raid Vehicle),79,3IV4swNduIRunHREK80owz,0.603,0.933,1,-3.358,1,0.171,0.00591,0.0,0.206,0.709,96.306,213760,4,hit
4,Soul to Squeeze,69,3arKRnq9OUd7yq6LRwVW8I,0.663,0.546,5,-5.234,1,0.0269,0.0322,0.000572,0.107,0.656,88.171,289533,4,hit
5,Crawling In The Dark,69,1PJRDeZSoZk7gtisdTYfLi,0.588,0.927,6,-4.776,0,0.113,0.000305,3.83e-05,0.195,0.652,93.571,175227,4,hit
6,I Feel for You,60,5yR9u8QiOt8hJaddv32oo7,0.698,0.912,11,-8.993,1,0.0675,0.0145,0.0225,0.279,0.797,124.917,343400,4,hit
7,Queens Highway,65,1h8idoR6jWpwnKBv6ADnYN,0.781,0.396,10,-8.975,0,0.0871,0.0624,0.876,0.103,0.334,137.271,67720,4,hit
8,"Young, Wild & Free (feat. Bruno Mars)",76,5HQVUIKwCEXpe7JIHyY734,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078,207333,4,hit
9,Behind Blue Eyes,75,1MTQHCpraD4S8g5PAFKzoj,0.595,0.489,7,-6.66,1,0.0271,0.497,0.0,0.119,0.0902,120.315,269973,4,hit
10,"Young, Wild & Free (feat. Bruno Mars)",68,6YbhspuOar1D9WSSnfe7ds,0.553,0.652,0,-6.685,1,0.206,0.0897,0.0,0.111,0.551,94.505,207347,4,hit
11,I Get Around,68,4voEoczU7Ijborps9XF1n3,0.846,0.416,10,-13.767,0,0.118,0.156,9.34e-06,0.238,0.645,96.188,259000,4,hit
12,California Love - Original Version,80,3ia3dJETSOllPsv3LJkE35,0.763,0.85,7,-3.052,1,0.0417,0.0304,1.21e-06,0.371,0.761,91.519,284907,4,hit
13,Ain't No Sunshine,86,1k1Bqnv2R0uJXQN4u6LKYt,0.527,0.415,4,-11.451,0,0.122,0.457,1.72e-05,0.117,0.515,78.169,125093,4,hit
17,Quiet Storm,42,1JhpdM2PtIsKC0lrBTPSAK,0.218,0.583,9,-8.638,1,0.0492,0.55,2.95e-06,0.135,0.383,170.835,468653,4,flop
18,New Sensation,59,2bxY1baYlyXNzmjOkFvqId,0.68,0.967,4,-2.771,1,0.0664,0.0661,1.75e-06,0.0808,0.895,115.748,219813,4,flop
22,Hit 'Em Up - Single Version,79,0Z2J91b2iTGLVTZC4fKgxf,0.916,0.844,7,-3.967,1,0.236,0.0394,0.0,0.0778,0.586,95.19,312627,4,hit
23,"Ziba, Ziba, Ziba",1,10e5gAl76dpvqMqdPE6GCc,0.827,0.403,7,-11.105,1,0.259,0.2,0.169,0.0706,0.372,129.732,121308,4,flop
32,Good God,65,5JrajjztyjvkuUB8ZqzUML,0.548,0.904,11,-7.011,0,0.0992,0.003,0.024,0.655,0.585,124.75,201960,4,hit
33,Envolver,72,3IAfUEeaXRX9s9UdKOJrFI,0.812,0.736,4,-5.421,0,0.0833,0.152,0.00254,0.0914,0.396,91.993,193806,4,hit
34,Eu Não Quero Não,0,5Jk7LC8NI0FubkY3GkvUXY,0.566,0.543,9,-11.147,0,0.176,0.269,0.00133,0.124,0.67,132.747,288005,4,flop
35,More Bounce to the Ounce,53,1LiwqqaafXkNQuWGW3HeId,0.85,0.818,0,-8.623,1,0.0904,0.124,0.00135,0.349,0.839,105.266,311120,4,flop
36,Move On Up,56,2qrOktpT4UcQKldz0QRCmD,0.538,0.969,11,-5.626,0,0.0907,0.419,0.00144,0.12,0.928,138.654,165790,4,flop
37,More Bounce to the Ounce,48,3Ho35OJixLg20qshXRgfBs,0.856,0.762,5,-10.445,1,0.0814,0.112,0.00549,0.296,0.839,105.258,312507,4,flop
38,Joga Xerekada,3,7bFeIlOAnGFRx1rgGQ1VbW,0.71,0.859,2,-1.341,1,0.0549,0.303,0.0643,0.303,0.737,129.907,137038,4,flop
39,Put It On Me,44,2RsXDjlhJd8sylorcY4r0o,0.93,0.571,11,-2.874,0,0.355,0.0176,0.0,0.0456,0.871,95.027,300234,4,flop
40,Fantastic Voyage,55,6lFQTBeL6VQcQ1ztAYPekp,0.816,0.602,7,-11.924,1,0.0755,0.134,4.23e-05,0.152,0.963,114.768,370893,4,flop
41,Love X Love,50,1Gnufs5iuI3h5ow29J7tOO,0.798,0.534,1,-12.718,1,0.0394,0.155,0.0013,0.113,0.848,114.75,286960,4,flop
42,Computer Love,54,362zcsyXMLbL7PNLhOovvm,0.679,0.709,7,-5.851,0,0.133,0.676,0.0,0.292,0.673,84.543,282308,4,flop
43,Computer Love,51,677tTabxmQFZjoNlo2E6JW,0.668,0.698,7,-7.222,0,0.123,0.279,0.0,0.554,0.71,84.578,282480,4,flop
44,Disappear,47,02mQcDoU5cn15U6tqZmL4e,0.645,0.88,9,-3.403,1,0.0329,0.0242,2.04e-06,0.0978,0.834,125.418,250076,4,flop
45,Right Now,58,437ShA8eBSfBmezIP9MeX1,0.56,0.935,11,-3.609,0,0.0986,0.000726,0.000645,0.0776,0.383,102.946,189960,4,flop
46,The Stairs,32,4sAcsOCuI34EikXnG6SbTM,0.565,0.839,5,-3.571,1,0.0297,0.0648,0.00148,0.0932,0.133,110.273,296001,4,flop
47,My Name (feat. Eminem & Nate Dogg),52,24S7rWWB6ohk2j5ABrm5DJ,0.841,0.739,11,-5.111,0,0.206,0.151,5.9e-05,0.0897,0.571,85.891,272507,4,flop
48,Set a Fire,64,3LSna6W1dRf2QbsUgmRoFf,0.363,0.542,0,-5.644,1,0.0322,0.00446,7.51e-05,0.332,0.25,130.82,304829,4,hit
52,Peace Be Still - Live,59,3QgqMVZdqHdY8e7r7IUBww,0.424,0.583,9,-6.864,1,0.0285,0.00227,0.0,0.115,0.0711,144.977,486945,4,flop
53,All Hail King Jesus - Live,60,0Aa9storemJMkPbFnLH8jE,0.254,0.527,4,-9.225,1,0.0395,0.0327,3.21e-05,0.0532,0.1,147.561,336932,4,hit
57,Zeal - allskate remix,30,7h3yv6zu2FWxmC970Bmhbu,0.606,0.969,2,-4.099,1,0.0502,0.0106,4.76e-05,0.199,0.687,117.972,190053,4,flop
58,Lay It All Down,59,2YkANIn2t02TQms674Vv9Z,0.652,0.36,4,-8.82,0,0.0374,0.496,0.0,0.0968,0.277,124.018,351761,4,flop
62,Oceans (Where Feet May Fail) - Redux,25,4oxHDhN1my6y0Isk2k7GsV,0.382,0.223,2,-10.263,1,0.0384,0.856,0.0,0.0981,0.2,124.677,491653,4,flop
63,P E A C E,44,1oWY2dTmoFy4OxgNOuZaM7,0.564,0.267,9,-10.763,0,0.0277,0.694,2.42e-06,0.123,0.121,127.694,263893,3,flop
64,So Will I (100 Billion X) - Baxter House III,31,4An2DJ3371tSgyPQKCST2m,0.304,0.258,2,-11.787,1,0.0317,0.814,0.0,0.111,0.162,124.869,413645,4,flop
68,PRAISES (remix),64,1JlDJFcBJ3BSiyuokxOA1l,0.685,0.646,1,-5.915,1,0.0401,0.115,0.0,0.371,0.609,143.983,170354,4,hit
72,Nothing But Good,31,3u1IVEDaALw9TnOBjXQzTw,0.461,0.545,11,-6.941,1,0.0653,0.168,0.0,0.272,0.199,181.934,225473,3,flop
73,Nectar Drop,51,3QbtJmJeeh8JE5EtAD1Eh0,0.619,0.316,1,-10.919,1,0.037,0.457,0.916,0.12,0.508,80.005,240973,4,flop
74,Who You Say I Am - Live,59,2lUgap86Pux7qAgvWzuJWs,0.269,0.666,6,-6.048,1,0.0362,0.000278,0.0,0.609,0.226,171.722,329080,3,flop
75,Thank You Jesus for the Blood,67,60sFQOzyCYMNkVs0CPBnxy,0.319,0.435,10,-8.181,1,0.0355,0.146,0.0,0.0995,0.296,120.503,332200,4,hit
79,Clean - Live,51,2jc4zuz6OZJTjaYjOjTXyM,0.315,0.128,0,-16.555,1,0.0653,0.902,0.0,0.271,0.223,75.668,148520,4,flop
80,No Longer Slaves (Spontaneous) - Live,63,584GnCDcDhRV6R8iZ7gzxC,0.412,0.61,10,-7.988,1,0.0379,0.177,0.000102,0.0851,0.242,148.005,373691,4,hit
81,Mystic Quest,38,6ZUfvqIFOxBXsbTrV3SLSy,0.616,0.478,7,-9.696,1,0.0314,0.126,0.814,0.222,0.111,93.994,226755,4,flop
82,El Cuarto de Tula,62,5UjaOsrdoI4shw9gM2eNPC,0.546,0.715,9,-11.927,1,0.0459,0.621,0.000218,0.294,0.85,104.905,445427,4,hit
86,It's Not Over Yet,53,6goM4VNCDajmBCqDNDarVe,0.575,0.604,7,-7.223,1,0.0452,0.015,0.0,0.0725,0.517,74.974,218787,4,flop
90,His Name is Jesus,56,4ICBDDylf1l3sMmJYq8ktz,0.375,0.466,1,-7.64,0,0.0297,0.57,0.0,0.163,0.04,80.136,459222,4,flop
91,So Will I (100 Billion X),64,1ed3wNCecRIp6SugyR0w2J,0.431,0.416,9,-10.376,1,0.0296,0.0462,2.01e-06,0.144,0.177,127.964,411000,4,hit
92,Oceans (Where Feet May Fail),68,5Mw9bXG1dLNhbjofkVS2oR,0.262,0.361,2,-10.187,1,0.0333,0.508,0.00268,0.108,0.056,126.786,535963,4,hit
93,"Fight On, Fighter",52,7lPM8uXuIO5MDWv6L0TPaZ,0.616,0.641,1,-6.696,1,0.0354,0.0104,0.0,0.0813,0.134,107.979,218107,4,flop
94,It Is Well - Live,62,3MRqm3VNWLIjRiLRQezul7,0.35,0.25,4,-10.648,0,0.0314,0.698,1.46e-05,0.11,0.11,129.82,385053,4,hit
95,Same God (feat. Chris Quilala) - Live,32,61ZEvMGG95BCOezOxTC5dD,0.348,0.624,1,-6.533,1,0.034,0.0186,6.8e-05,0.0761,0.0908,144.395,423278,4,flop
96,Not Today,54,33Nyq9QfKCXEQtzeg22vg7,0.471,0.727,2,-7.715,1,0.0505,0.00191,1.73e-05,0.0989,0.579,183.941,253653,4,flop
97,Endless Praise,54,1OShSGT2KZu0gM7m4iLJSX,0.178,0.377,6,-8.037,1,0.0358,0.368,0.0,0.0883,0.146,42.979,512467,3,flop
98,The Proof of Your Love,56,5pNavG44Qct8Vm5vQDDxYF,0.396,0.671,0,-6.953,0,0.0351,0.0984,0.0,0.0844,0.257,156.072,197320,4,flop
99,Me Gustas Tu - Sped Up Version,66,1H0i9N9bFrYfNThZkjCaLe,0.745,0.784,10,-6.504,0,0.101,0.56,0.391,0.0986,0.782,95.549,221186,4,hit
100,God Only Knows,67,4ElNxglBjcrASiGn58t9Jm,0.597,0.417,2,-7.952,1,0.0502,0.395,8.35e-06,0.128,0.263,143.839,229760,4,hit
101,I Speak Jesus,66,6ih83nInlD4raXBDaHmu9d,0.327,0.637,4,-6.603,1,0.034,0.0395,0.0,0.198,0.123,147.853,469480,4,hit
105,Not in a Hurry,63,4Xwry2rjyXZg9unm8QaRFL,0.619,0.347,9,-10.686,1,0.0354,0.414,0.0,0.076,0.39,74.004,291198,4,hit
106,Goodness of God,63,1O6OPFAXdTdjHtT7Z2Hlt8,0.37,0.119,6,-11.513,1,0.0392,0.953,1.97e-06,0.099,0.183,110.424,456480,4,hit
107,EL BARCO,79,0MT6qJd7wKlWjH7tP7oWHi,0.85,0.849,8,-3.436,0,0.0437,0.611,0.000193,0.329,0.92,143.975,203507,4,hit
108,MONACO,86,4MjDJD8cW7iVeWInc2Bdyj,0.787,0.621,4,-5.009,0,0.068,0.15,0.000402,0.58,0.13,139.056,267194,4,hit
109,Money Longer,72,0B8QzDH7YWih85V5SEMnyJ,0.795,0.568,5,-7.817,0,0.142,0.0541,0.0,0.108,0.478,136.173,198944,4,hit
110,VVS,74,1yNa5Sd2tijUuR3hJJ8uvk,0.733,0.589,0,-8.494,0,0.208,0.474,2.16e-06,0.193,0.699,129.991,164822,4,hit
111,Crazy,68,73f5rpLgydSRIvHzRLcJFF,0.818,0.435,4,-8.167,0,0.322,0.0755,0.0,0.207,0.282,130.046,192000,4,hit
112,Es un Secreto,69,7JwdbqIpiuWvGbRryKSuBz,0.841,0.783,6,-4.915,0,0.0432,0.106,2.49e-06,0.0528,0.514,94.989,190560,4,hit
113,edamame,77,1golLrmqyxDWedF7YUHCOD,0.815,0.85,4,-4.704,0,0.113,0.0232,0.000143,0.0245,0.694,106.036,133707,4,hit
114,Pure Cocaine,81,577YBGuskWkVDCxZrLRB4v,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,154024,4,hit
115,Narcotics (with Bryant Myers),81,0p0cOpBujR114Wirv5AM7W,0.711,0.718,1,-5.671,1,0.0994,0.379,0.0,0.119,0.689,159.953,173991,4,hit
116,Cinderella,88,0hKtu53OlIFXVuYkZwcn3o,0.876,0.412,5,-7.74,0,0.0748,0.431,0.0,0.101,0.15,130.052,169840,4,hit
117,Really Really,68,10I3CmmwT0BkOVhduDy53o,0.762,0.666,0,-6.055,1,0.0916,0.00427,0.0,0.127,0.278,118.97,232093,4,hit
118,Sundress,82,2aPTvyE09vUCRwVvj0I8WK,0.721,0.707,6,-6.364,1,0.0595,0.181,3.68e-06,0.143,0.743,125.005,158206,4,hit
119,Bandit,86,7sTyAjxDXq9afwfSQy6D0s,0.671,0.615,1,-9.593,1,0.0955,0.00113,1.3e-06,0.211,0.109,130.031,147744,4,hit
120,Freestyle,81,5BbdKBZO0TH0GhfxUfyhL9,0.877,0.517,2,-5.426,0,0.0706,0.217,0.0,0.143,0.255,119.996,162053,4,hit
122,Steppas,74,1NIYStZPXSEwxoeX28lK5e,0.74,0.756,6,-6.018,0,0.0694,0.0125,0.0,0.11,0.521,124.003,201000,4,hit
123,PLEBADA,73,7uSLF2yhpjLlYBLtyPX3Lb,0.847,0.988,9,-0.517,1,0.103,0.283,0.000942,0.345,0.699,115.057,223174,4,hit
124,Miss The Rage,75,5n4FTCMefvyKUjeWumdaWv,0.581,0.877,8,-4.938,1,0.114,0.0151,0.0,0.826,0.353,77.006,236883,4,hit
126,FINA,81,3nNmRE0DxHC6ZaKkrpUumS,0.847,0.724,1,-5.41,1,0.298,0.0869,1.11e-06,0.118,0.396,94.601,216328,4,hit
127,Russian Cream,74,03ThZweiBWFP8tOGsk6QMO,0.867,0.774,11,-5.791,0,0.315,0.11,0.0,0.157,0.549,130.007,142498,4,hit
0,Baby (Lil Baby feat. DaBaby),75,5MPPttjfGap2C6j6eKcO6J,0.97,0.463,10,-7.259,1,0.366,0.0957,0.0,0.151,0.46,108.003,142417,4,hit
21,5X,57,2OcbewDrWFNTYRqpSzJBCY,0.898,0.518,1,-6.991,1,0.21,0.0402,0.0,0.106,0.798,145.082,132398,4,flop
25,Friend Zone,59,3W0Fvft7V7MtSftTrC8MSQ,0.532,0.608,10,-8.227,0,0.358,0.434,0.0,0.379,0.502,82.862,235776,4,flop
34,X,52,5tRmoZRoupvMYPV1oezFrH,0.623,0.58,8,-7.076,1,0.332,0.0043,0.0,0.394,0.301,163.159,173798,4,flop
35,Hood Nigga,59,323Tzd2yjV4pifrVAajafb,0.875,0.732,1,-5.135,1,0.0635,0.0198,0.0,0.11,0.159,87.142,200933,4,flop
44,My X,55,1GLcGInllpE4JUTStzaCOM,0.813,0.596,2,-3.938,1,0.0578,0.00104,0.0,0.176,0.177,130.048,214000,4,flop
45,ZUU,48,5sG65w8uKtjsJw7nc845Nc,0.678,0.509,2,-8.494,0,0.138,0.15,0.0,0.489,0.351,141.037,126000,4,flop
47,ZODD,54,3olf5sETvIDLbY1a0K0sdw,0.695,0.669,5,-9.365,0,0.0594,0.00824,0.636,0.189,0.508,161.086,128665,4,flop
48,Bam Yang Gang,76,5juCu4WFTFRZ2XilopAMTy,0.455,0.408,6,-8.72,0,0.0642,0.771,6.55e-05,0.0958,0.743,178.047,146197,3,hit
49,BERMUDA TRIANGLE,51,0hRVm06wtH5HsmPetg1W9t,0.469,0.819,3,-3.469,0,0.306,0.0592,0.0,0.178,0.334,89.013,207027,4,flop
